Aviso;Fecha;Ubicación técnica;Ce.coste;Equipo;IniAvería;FinAvería;HIniAver;HFinAver; DurParada;Un.;Cl.;Creado el;Autor aviso;Orden;Cierre;PerfCatál;IntRespEj;Ejecutante
30034961;06.07.2024;SPEQ-TEMA-T088;13264;12003383;06.07.2024;06.07.2024;18:34:37;19:00:00;0,42;H;A3;06.07.2024;DOUGLASB;120025906;16.07.2024;TRACTERM;30000247;142
30034962;06.07.2024;SPEQ-TEMA-RT30;13254;12005631;06.07.2024;06.07.2024;15:00:56;15:20:00;0,32;H;A3;06.07.2024;DOUGLASB;;15.07.2024;GRURTG;246;142
30034963;07.07.2024;SPEQ-TEMA-TAMA;13206;12001849;07.07.2024;07.07.2024;8:00:00;12:00:00;4;H;A3;07.07.2024;YANO;120025907;25.07.2024;1;10000398;47
30034964;07.07.2024;SPEQ-TEMA-GP13;13223;12003612;07.07.2024;08.07.2024;10:30:00;10:30:00;10;H;A3;07.07.2024;YANO;120025908;25.07.2024;SPREADER;10000398;47
30034965;07.07.2024;SPEQ-TEMA-TL09;13294;12003720;07.07.2024;07.07.2024;9:56:00;10:38:00;0,7;H;A3;07.07.2024;YANO;;07.07.2024;TRULIFT;10001114;47
30034966;07.07.2024;SPBC-PUPE-BC11;13107;12000059;07.07.2024;07.07.2024;7:00:00;17:00:00;3;H;A3;07.07.2024;BAYRONO;120025909;31.07.2024;BASCULA;10000951;47
30034967;07.07.2024;SPBC-PUPA-BC02;13107;12000051;07.07.2024;07.07.2024;7:00:00;17:00:00;3;H;A3;07.07.2024;BAYRONO;120025910;31.07.2024;BASCULA;10000951;47
30034968;07.07.2024;SPBC-PUPA-BC08;13107;12000056;07.07.2024;07.07.2024;7:00:00;17:00:00;3;H;A3;07.07.2024;BAYRONO;120025911;31.07.2024;BASCULA;10000951;47
30034969;08.07.2024;SPEQ-TEMA-T055;13263;12002183;08.07.2024;09.07.2024;7:00:00;17:00:00;4;H;A3;08.07.2024;BAYRONO;120025912;31.07.2024;TRACTERM;10000951;47
30034970;08.07.2024;SPEQ-TEMA-TL01;13294;12002211;08.07.2024;09.07.2024;7:00:00;17:00:00;3;H;A3;08.07.2024;BAYRONO;120025913;31.07.2024;TRULIFT;10000951;47
30034971;08.07.2024;SPEQ-TEMA-GP13;13223;12003612;08.07.2024;08.07.2024;11:00:00;12:00:00;1;H;A3;08.07.2024;LUISAC;120025914;12.08.2024;SPREADER;163;142
30034972;08.07.2024;SPEQ-TEMA-GP09;13219;12003770;23.07.2024;23.07.2024;8:00:00;16:00:00;7;H;A3;08.07.2024;LUISAC;120025915;26.07.2024;AIREACO;10000221;142
30034973;08.07.2024;SPEQ-TEMA-RT40;13255;12004717;08.07.2024;08.07.2024;7:00:00;7:20:00;1;H;A3;08.07.2024;LUISAC;120025916;10.07.2024;GRURTG;10000464;142
30034974;08.07.2024;SPEQ-TEMA-RT36;13254;12004714;08.07.2024;;16:35:00;0:00:00;0;H;A3;08.07.2024;YANO;;;GRURTG;;47
30034975;09.07.2024;SPEQ-TEMA-RT23;13254;12004570;09.07.2024;09.07.2024;13:00:00;16:00:00;3;H;A3;09.07.2024;LUISAC;120025917;12.08.2024;GRURTG;30000261;142
30034976;09.07.2024;SPEQ-TEMA-RT23;13254;12004566;09.07.2024;09.07.2024;10:00:00;12:00:00;2;H;A3;09.07.2024;LUISAC;120025918;12.08.2024;GRURTG;30000261;142
30034977;09.07.2024;SPEQ-TEMA-T087;13264;12003382;09.07.2024;09.07.2024;15:00:00;15:25:00;0,42;H;A3;09.07.2024;EDWARS;120025919;22.07.2024;TRACTERM;10001437;47
30034978;09.07.2024;SPEQ-TEMA-T085;13264;12003380;09.07.2024;09.07.2024;14:00:00;17:00:00;3;H;A3;09.07.2024;EDWARS;120025920;22.07.2024;TRACTERM;10000504;47
30034979;21.06.2024;SPEQ-TEMA-T072;13263;12002200;21.06.2024;21.06.2024;7:00:00;17:00:00;4;H;A3;09.07.2024;BAYRONO;120025921;10.07.2024;TRACTERM;10000177;47
30034980;09.07.2024;SPEQ-TEMA-RT25;13254;12004607;09.07.2024;09.07.2024;18:30:00;20:00:00;1,5;H;A3;09.07.2024;EDWARS;120026046;23.07.2024;GRURTG;222;47
30034981;09.07.2024;SPEQ-TEMA-RT28;13254;12006210;09.07.2024;09.07.2024;17:10:00;17:40:00;0,5;H;A3;09.07.2024;EDWARS;120025929;22.07.2024;GRUSTS;10001664;47
30034982;09.07.2024;SPEQ-TEMA-T091;13264;12003386;09.07.2024;09.07.2024;20:32:43;21:00:00;0,45;H;A3;09.07.2024;EDWARS;;22.07.2024;TRACTERM;10001664;47
30034983;26.06.2024;SPEQ-TEMA-TL04;13294;12002214;26.06.2024;29.06.2024;7:00:00;17:00:00;12;H;A3;09.07.2024;BAYRONO;120025922;09.07.2024;TRULIFT;10000951;47
30034984;09.07.2024;SPEQ-TEMA-EC06;13293;12002209;29.06.2024;29.06.2024;7:00:00;17:00:00;2;H;A3;09.07.2024;BAYRONO;120025923;09.07.2024;EMPTY;10000951;47
30034985;29.06.2024;SPEQ-TEMA-TAMA;13206;12001849;29.06.2024;29.06.2024;7:00:00;17:00:00;3;H;A3;09.07.2024;BAYRONO;120025924;10.07.2024;1;10000951;47
30034986;09.07.2024;SPEQ-TEMA-RS05;13245;12002225;01.07.2024;11.07.2024;7:00:00;17:00:00;80;H;A3;09.07.2024;BAYRONO;120025925;31.07.2024;REASTAKE;10000951;47
30034987;04.07.2024;SPEQ-TEMA-T094;13264;12003389;04.07.2024;04.07.2024;7:00:00;17:00:00;3;H;A3;09.07.2024;BAYRONO;120025926;09.07.2024;TRACTERM;10000951;47
30034988;08.07.2024;SPEQ-TEMA-RS13;13246;12002233;08.07.2024;08.07.2024;7:00:00;17:00:00;3;H;A3;09.07.2024;BAYRONO;120025927;09.07.2024;REASTAKE;10000951;47
30034989;25.06.2024;SPEQ-TEMA-FL05;13206;12002240;25.06.2024;25.06.2024;7:00:00;17:00:00;3;H;A3;09.07.2024;BAYRONO;120025928;09.07.2024;1;10000464;47
30034990;10.07.2024;SPEQ-TEMA-RT39;13255;12003615;11.07.2024;11.07.2024;10:00:00;11:00:00;0;H;A3;10.07.2024;EDWARS;;11.07.2024;SPREADER;10000504;47
30034991;10.07.2024;SPEQ-TEMA-VEHI-GEGE;13203;12001960;10.07.2024;;7:24:41;0:00:00;0;H;A3;10.07.2024;BAYRONO;120025930;;1;234;47
30034992;10.07.2024;SPEQ-TEMA-RT41;13255;12004750;10.07.2024;10.07.2024;8:30:00;15:30:00;7;H;A3;10.07.2024;LUISAC;120025931;11.07.2024;GRURTG;10000464;142
30034993;10.07.2024;SPEQ-TEMA-RS13;13246;12002233;10.07.2024;10.07.2024;7:00:00;17:00:00;5;H;A3;10.07.2024;BAYRONO;120025932;31.07.2024;REASTAKE;10000951;47
30034994;10.07.2024;SPEQ-TEMA-GP07;13217;12003054;10.07.2024;10.07.2024;9:00:00;11:00:00;2;H;A3;10.07.2024;LUISAC;120025933;12.08.2024;GRUSTS;163;142
30034995;10.07.2024;SPEQ-TEMA-RT30;13254;12004644;18.07.2024;18.07.2024;10:30:00;11:00:00;0;H;A3;10.07.2024;LUISAC;120025934;12.08.2024;GRURTG;10000464;142
30034996;10.07.2024;SPEQ-TEMA-RT30;13254;12004676;10.07.2024;10.07.2024;10:00:00;10:20:00;0;H;A3;10.07.2024;LUISAC;120025935;22.07.2024;GRURTG;10000464;142
30034997;10.07.2024;SPEQ-TEMA-VEHI-SEGU;13201;12000669;10.07.2024;10.07.2024;7:00:00;17:00:00;2;H;A3;10.07.2024;BAYRONO;120025936;31.07.2024;1;234;47
30034998;10.07.2024;SPEQ-TEMA-TL04;13294;12002214;10.07.2024;10.07.2024;10:20:00;11:45:00;1,42;H;A3;10.07.2024;EDWARS;;22.07.2024;TRULIFT;10001437;47
30034999;10.07.2024;SPEQ-TEMA-P112;13283;12003448;10.07.2024;10.07.2024;7:00:00;17:00:00;8;H;A3;10.07.2024;BAYRONO;120025937;31.07.2024;PLATAFOR;10001107;47
30035000;10.07.2024;SPEQ-TEMA-P081;13283;12003417;10.07.2024;10.07.2024;7:00:00;17:00:00;6;H;A3;10.07.2024;BAYRONO;120025938;31.07.2024;PLATAFOR;10001107;47
30035001;10.07.2024;SPEQ-TEMA-P105;13283;12003441;10.07.2024;10.07.2024;7:00:00;17:00:00;6;H;A3;10.07.2024;BAYRONO;120025939;31.07.2024;PLATAFOR;10001107;47
30035002;10.07.2024;SPEQ-TEMA-RT23;13254;12002967;10.07.2024;;15:18:27;0:00:00;0;H;A3;10.07.2024;JUANTB;;31.07.2024;SPREADER;10000664;142
30035003;10.07.2024;SPEQ-TEMA-TL08;13294;12002218;10.07.2024;;7:00:00;0:00:00;5;H;A3;10.07.2024;BAYRONO;120025940;;TRULIFT;10000951;47
30035004;10.07.2024;SPEQ-TEMA-RS02;13245;12002222;10.07.2024;;15:59:40;0:00:00;0;H;A3;10.07.2024;BAYRONO;120025941;;REASTAKE;10000951;47
30035005;09.07.2024;SPEQ-TEMA-TL10;13294;12004418;09.07.2024;02.08.2024;7:00:00;17:00:00;2;H;A3;10.07.2024;BAYRONO;120025942;02.08.2024;TRULIFT;10000951;47
30035006;11.07.2024;SPEQ-TEMA-GP07;13217;12003047;17.07.2024;17.07.2024;8:00:00;16:20:00;4,33;H;A3;11.07.2024;LUISAC;120025943;12.08.2024;GRUSTS;10000221;142
30035007;11.07.2024;SPEQ-TEMA-VEHI-EQPO;13201;12005222;11.07.2024;11.07.2024;8:32:17;10:32:17;2;H;A3;11.07.2024;LUISAC;120025944;12.07.2024;VEHICULO;30000261;142
30035008;11.07.2024;SPEQ-TEMA-VEHI-SEGU;13201;12000655;11.07.2024;13.07.2024;7:00:00;17:00:00;8;H;A3;11.07.2024;BAYRONO;120025945;31.07.2024;1;234;47
30035009;11.07.2024;SPEQ-TEMA-T071;13263;12002199;11.07.2024;11.07.2024;8:00:00;8:30:00;0,5;H;A3;11.07.2024;EDWARS;120025946;22.07.2024;TRACTERM;10001664;47
30035010;11.07.2024;SPEQ-TEMA-T082;13264;12003377;11.07.2024;11.07.2024;7:00:00;17:00:00;6;H;A3;11.07.2024;BAYRONO;120025947;31.07.2024;TRACTERM;234;47
30035011;11.07.2024;SPEQ-TEMA-T034;13262;12002162;11.07.2024;11.07.2024;9:30:00;9:45:00;0,25;H;A3;11.07.2024;EDWARS;120025948;22.07.2024;TRACTERM;222;47
30035012;11.07.2024;SPEQ-TEMA-EC06;13293;12002209;11.07.2024;11.07.2024;10:10:00;10:25:00;0,25;H;A3;11.07.2024;EDWARS;120025949;22.07.2024;EMPTY;10001437;47
30035013;11.07.2024;SPEQ-TEMA-RT39;13255;12003615;11.07.2024;11.07.2024;10:00:00;11:00:00;1;H;A3;11.07.2024;LUISAC;120025950;11.07.2024;SPREADER;10000464;142
30035014;11.07.2024;SPEQ-TEMA-TL02;13294;12002212;11.07.2024;11.07.2024;7:00:00;17:00:00;8;H;A3;11.07.2024;BAYRONO;120025951;31.07.2024;TRULIFT;10000951;47
30035015;11.07.2024;SPEQ-TEMA-RT39;13255;12004684;12.07.2024;12.07.2024;8:00:00;11:30:00;4;H;A3;11.07.2024;JUANTB;120025958;31.07.2024;GRURTG;10000664;142
30035016;11.07.2024;SPEQ-TEMA-RT30;13254;12002040;09.07.2024;;16:30:21;0:00:00;0;H;A3;11.07.2024;JUANTB;;22.07.2024;GRURTG;10000664;142
30035017;11.07.2024;SPEQ-TEMA-TL04;13294;12002214;11.07.2024;11.07.2024;14:01:21;14:30:00;0,48;H;A3;11.07.2024;DOUGLASB;;16.07.2024;TRULIFT;30000247;142
30035018;11.07.2024;SPEQ-TEMA-T034-MOT;13262;12002372;11.07.2024;11.07.2024;14:30:26;14:50:00;0,33;H;A3;11.07.2024;DOUGLASB;120025956;16.07.2024;M-DIES-T;246;142
30035019;12.07.2024;SPEQ-TEMA-T066-TRAN;13263;12003037;12.07.2024;12.07.2024;8:40:15;9:00:00;0,33;H;A3;12.07.2024;DOUGLASB;120025952;16.07.2024;TTTRANS;10000774;142
30035020;12.07.2024;SPEQ-TEMA-TL09;13294;12003720;12.07.2024;12.07.2024;9:04:39;14:00:00;4,92;H;A3;12.07.2024;DOUGLASB;120025953;16.07.2024;TRULIFT;10000774;142
30035021;12.07.2024;SPEQ-TEMA-EC06;13293;12002209;12.07.2024;12.07.2024;9:50:22;11:00:00;1,16;H;A3;12.07.2024;DOUGLASB;120025954;16.07.2024;EMPTY;10000774;142
30035022;12.07.2024;SPEQ-TEMA-VEHI-SESA;13201;12005226;12.07.2024;12.07.2024;7:00:00;17:00:00;2;H;A3;12.07.2024;BAYRONO;120025955;31.07.2024;VEHICULO;234;47
30035023;12.07.2024;SPEQ-TEMA-T071-MOT;13263;12003538;12.07.2024;12.07.2024;10:42:29;13:00:00;2,29;H;A3;12.07.2024;DOUGLASB;120025959;22.07.2024;M-DIES-T;10000774;142
30035024;12.07.2024;SPEQ-TEMA-TL04-TRAN;13294;12005294;12.07.2024;12.07.2024;7:00:00;17:00:00;10;H;A3;12.07.2024;BAYRONO;120025971;31.07.2024;TTTRANS;10000951;47
30035025;13.07.2024;SPEQ-TEMA-RS04;13245;12002224;13.07.2024;13.07.2024;9:16:04;9:40:00;0,4;H;A3;13.07.2024;DOUGLASB;120025960;14.07.2024;REASTAKE;10000774;142
30035026;13.07.2024;SPEQ-TEMA-RS02;13245;12002222;13.07.2024;13.07.2024;10:17:59;10:29:00;0,18;H;A3;13.07.2024;DOUGLASB;;14.07.2024;REASTAKE;30000247;142
30035027;13.07.2024;SPEQ-TEMA-T093-MOT;13264;12003530;13.07.2024;13.07.2024;18:21:00;18:31:00;0,17;H;A3;13.07.2024;YANO;;13.07.2024;M-DIES-T;10000660;47
30035028;14.07.2024;SPEQ-TEMA-T093;13264;12003388;13.07.2024;13.07.2024;23:10:00;23:30:00;0,33;H;A3;14.07.2024;EDWARS;;22.07.2024;TRACTERM;10000504;47
30035029;14.07.2024;SPEQ-TEMA-RS07;13245;12002255;13.07.2024;13.07.2024;21:00:00;22:45:00;1,75;H;A3;14.07.2024;EDWARS;;22.07.2024;M-DIES-T;10001437;47
30035030;14.07.2024;SPEQ-TEMA-T101;13264;12003396;14.07.2024;14.07.2024;0:15:00;0:35:00;0,33;H;A3;14.07.2024;EDWARS;;22.07.2024;TRACTERM;10001437;47
30035031;14.07.2024;SPEQ-TEMA-RT39;13255;12004684;14.07.2024;14.07.2024;8:00:00;12:00:00;4;H;A3;14.07.2024;EDWARS;120025961;22.07.2024;GRURTG;10000504;47
30035032;14.07.2024;SPEQ-TEMA-TL09;13294;12003720;14.07.2024;14.07.2024;1:10:00;1:40:00;0,5;H;A3;14.07.2024;EDWARS;;22.07.2024;TRULIFT;10001437;47
30035033;14.07.2024;SPEQ-TEMA-TL02;13294;12002212;13.07.2024;13.07.2024;21:30:00;22:15:00;0,75;H;A3;14.07.2024;EDWARS;;22.07.2024;TRULIFT;10001437;47
30035034;15.07.2024;SPEQ-TEMA-T079;13264;12003374;15.07.2024;15.07.2024;7:00:00;17:00:00;4;H;A3;15.07.2024;BAYRONO;120025962;31.07.2024;TRACTERM;10000951;47
30035035;15.07.2024;SPEQ-TEMA-GP12;13222;12003641;15.07.2024;15.07.2024;11:20:00;13:15:00;1,92;H;A3;15.07.2024;YANO;120025963;25.07.2024;GRUSTS;10000398;142
30035036;15.07.2024;SPEQ-TEMA-GP13;13223;12003642;15.07.2024;15.07.2024;11:20:00;12:05:00;0,75;H;A3;15.07.2024;YANO;120025964;25.07.2024;GRUSTS;10000398;142
30035037;15.07.2024;SPEQ-TEMA-GP10;13220;12003127;15.07.2024;15.07.2024;12:50:00;13:00:00;0,17;H;A3;15.07.2024;YANO;120025965;24.07.2024;GRUSTS;10000221;47
30035038;15.07.2024;SPEQ-TEMA-T067;13263;12002195;15.07.2024;15.07.2024;7:00:00;17:00:00;4;H;A3;15.07.2024;BAYRONO;120025966;31.07.2024;TRACTERM;10000951;47
30035039;15.07.2024;SPEQ-TEMA-FL05;13206;12002240;15.07.2024;15.07.2024;15:00:00;16:00:00;1;H;A3;15.07.2024;LUISAC;120025967;25.07.2024;1;10000464;142
30035040;15.07.2024;SPEQ-TEMA-T096;13264;12003391;15.07.2024;15.07.2024;7:00:00;17:00:00;6;H;A3;15.07.2024;BAYRONO;120025968;31.07.2024;TRACTERM;10000951;47
30035041;15.07.2024;SPEQ-TEMA-GP10;13220;12003127;15.07.2024;15.07.2024;15:00:00;18:00:00;3;H;A3;15.07.2024;LUISAC;120025969;12.08.2024;GRUSTS;10000221;142
30035042;15.07.2024;SPEQ-TEMA-T100;13264;12003395;15.07.2024;15.07.2024;7:00:00;17:00:00;5;H;A3;15.07.2024;BAYRONO;;31.07.2024;TRACTERM;10000951;47
30035043;15.07.2024;SPEQ-TEMA-T051;13263;12002179;15.07.2024;15.07.2024;7:00:00;17:00:00;5;H;A3;15.07.2024;BAYRONO;120025973;31.07.2024;TRACTERM;10000951;47
30035044;15.07.2024;SPEQ-TEMA-T050;13263;12002178;16.07.2024;16.07.2024;7:00:00;17:00:00;5;H;A3;15.07.2024;BAYRONO;;31.07.2024;TRACTERM;10000951;47
30035045;14.07.2024;SPEQ-TEMA-TL03;13294;12002213;14.07.2024;;16:17:53;0:00:00;0;H;A3;15.07.2024;BAYRONO;120025970;;TRULIFT;10000951;47
30035046;15.07.2024;SPEQ-TEMA-T055;13263;12002183;15.07.2024;15.07.2024;21:29:34;21:58:00;0,47;H;A3;15.07.2024;DOUGLASB;120025972;16.07.2024;TRACTERM;30000247;142
30035047;16.07.2024;SPEQ-TEMA-T101;13264;12003396;15.07.2024;15.07.2024;21:24:56;21:33:00;0,13;H;A3;16.07.2024;DOUGLASB;;16.07.2024;TRACTERM;246;142
30035048;16.07.2024;SPEQ-TEMA-T061;13263;12002189;16.07.2024;16.07.2024;1:48:54;2:00:00;0,19;H;A3;16.07.2024;DOUGLASB;;16.07.2024;TRACTERM;246;142
30035049;12.07.2024;SPEQ-TEMA-T103;13264;12003398;12.07.2024;12.07.2024;7:00:00;17:00:00;3;H;A3;16.07.2024;BAYRONO;;16.07.2024;TRACTERM;10000951;47
30035050;16.07.2024;SPEQ-TEMA-T087;13264;12003382;16.07.2024;16.07.2024;7:00:00;17:00:00;2;H;A3;16.07.2024;BAYRONO;120026028;31.07.2024;TRACTERM;10000951;47
30035051;16.07.2024;SPEQ-TEMA-RT27;13254;12004673;16.07.2024;16.07.2024;9:30:00;10:00:00;0;H;A3;16.07.2024;LUISAC;120025974;16.07.2024;GRURTG;10000464;142
30035052;16.07.2024;SPEQ-TEMA-RT34;13254;12004776;18.07.2024;18.07.2024;9:00:00;10:00:00;0;H;A3;16.07.2024;LUISAC;120025975;12.08.2024;GRURTG;30000261;142
30035053;16.07.2024;SPEQ-TEMA-RT27;13254;12004641;16.07.2024;16.07.2024;9:30:00;10:00:00;0;H;A3;16.07.2024;LUISAC;120025976;12.08.2024;GRURTG;10000464;142
30035054;16.07.2024;SPEQ-TEMA-TAMA;13206;12001849;16.07.2024;16.07.2024;7:00:00;17:00:00;0;H;A3;16.07.2024;BAYRONO;120025977;31.07.2024;1;10000951;47
30035055;16.07.2024;SPEQ-TEMA-RT27;13254;12006014;17.07.2024;17.07.2024;9:00:00;10:00:00;0;H;A3;16.07.2024;EDUARDOC;120025979;18.07.2024;GRURTG;10000664;142
30035056;16.07.2024;SPEQ-TEMA-RT27;13254;12006014;16.07.2024;;14:11:24;0:00:00;0;H;A3;16.07.2024;JUANTB;;18.07.2024;GRURTG;10000664;142
30035057;16.07.2024;SPEQ-TEMA-T052;13263;12002180;17.07.2024;17.07.2024;7:00:00;17:00:00;5;H;A3;16.07.2024;BAYRONO;;31.07.2024;TRACTERM;10000951;47
30035058;16.07.2024;SPEQ-TEMA-T053;13263;12002181;16.07.2024;17.07.2024;7:00:00;17:00:00;6;H;A3;16.07.2024;BAYRONO;;31.07.2024;TRACTERM;10000951;47
30035059;16.07.2024;SPEQ-TEMA-T077;13264;12003372;16.07.2024;17.07.2024;7:00:00;17:00:00;5;H;A3;16.07.2024;BAYRONO;;31.07.2024;TRACTERM;10000951;47
30035060;16.07.2024;SPEQ-TEMA-EC06;13293;12002209;16.07.2024;16.07.2024;14:22:00;14:37:00;0,25;H;A3;16.07.2024;YANO;;16.07.2024;EMPTY;10001114;47
30035061;16.07.2024;SPEQ-TEMA-RT23;13254;12002033;17.07.2024;17.07.2024;9:01:15;11:00:00;1,98;H;A3;16.07.2024;YANO;;19.08.2024;GRURTG;;47
30035062;16.07.2024;SPEQ-TEMA-TL02;13294;12002212;16.07.2024;17.07.2024;23:56:31;2:00:00;2,06;H;A3;16.07.2024;DOUGLASB;120025978;22.07.2024;TRULIFT;10000774;142
30035063;17.07.2024;SPEQ-TEMA-TL07-MOT;13294;12004411;17.07.2024;;5:54:59;0:00:00;0;H;A3;17.07.2024;DOUGLASB;;23.07.2024;M-DIES-T;10000774;142
30035064;17.07.2024;SPEQ-TEMA-VEHI-ALMA;13201;12003456;17.07.2024;17.07.2024;7:00:00;17:00:00;1;H;A3;17.07.2024;BAYRONO;120025980;31.07.2024;1;10000951;47
30035065;17.07.2024;SPEQ-TEMA-T100;13264;12003395;17.07.2024;17.07.2024;7:00:00;17:00:00;4;H;A3;17.07.2024;BAYRONO;120025981;31.07.2024;TRACTERM;10000951;47
30035066;17.07.2024;SPEQ-TEMA-GP09;13219;12003097;17.07.2024;17.07.2024;14:10:00;14:23:00;0,22;H;A3;17.07.2024;LUISAC;120025982;12.08.2024;GRUSTS;10000221;142
30035067;17.07.2024;SPEQ-TEMA-FL05;13206;12002240;27.07.2024;27.07.2024;10:00:00;12:00:00;2;H;A3;17.07.2024;JAIRO;120026026;31.07.2024;1;149;142
30035068;17.07.2024;SPEQ-TEMA-T093;13264;12003388;17.07.2024;17.07.2024;7:00:00;17:00:00;4;H;A3;17.07.2024;BAYRONO;120025989;;TRACTERM;10000951;47
30035069;17.07.2024;SPEQ-TEMA-T058;13263;12002186;17.07.2024;17.07.2024;7:00:00;17:00:00;4;H;A3;17.07.2024;BAYRONO;;31.07.2024;TRACTERM;10000951;47
30035070;17.07.2024;SPEQ-TEMA-T081;13264;12003376;17.07.2024;17.07.2024;7:00:00;17:00:00;2;H;A3;17.07.2024;BAYRONO;120025983;31.07.2024;TRACTERM;10000951;47
30035071;17.07.2024;SPEQ-TEMA-T028;13262;12002156;17.07.2024;17.07.2024;17:00:00;17:30:00;0,5;H;A3;17.07.2024;EDWARS;120025984;22.07.2024;TRACTERM;10001437;47
30035072;18.07.2024;SPEQ-TEMA-T055-TRAN;13263;12003026;18.07.2024;;2:37:01;0:00:00;0;H;A3;18.07.2024;YANO;;;TTTRANS;;47
30035073;18.07.2024;SPEQ-TEMA-P093;13283;12003429;18.07.2024;18.07.2024;7:00:00;17:00:00;8;H;A3;18.07.2024;BAYRONO;120025985;31.07.2024;PLATAFOR;10000951;47
30035074;18.07.2024;SPEQ-TEMA-T069;13263;12002197;18.07.2024;18.07.2024;7:00:00;17:00:00;4;H;A3;18.07.2024;BAYRONO;120025986;31.07.2024;TRACTERM;10000951;47
30035075;18.07.2024;SPEQ-TEMA-RT30;13254;12004612;18.07.2024;20.07.2024;8:00:00;12:00:00;52;H;A3;18.07.2024;LUISAC;120025987;12.08.2024;GRURTG;149;142
30035076;18.07.2024;SPEQ-TEMA-RT27;13254;12006066;18.07.2024;18.07.2024;9:30:00;10:30:00;1,5;H;A3;18.07.2024;LUISAC;120025988;18.07.2024;GRURTG;10000464;142
30035077;18.07.2024;SPEQ-TEMA-T052;13263;12002180;18.07.2024;18.07.2024;10:45:00;11:30:00;0,75;H;A3;18.07.2024;EDWARS;120025990;22.07.2024;TRACTERM;10001437;47
30035078;18.07.2024;SPEQ-TEMA-GP12;13222;12003632;19.07.2024;19.07.2024;8:00:00;11:00:00;3;H;A3;18.07.2024;LUISAC;120025991;19.08.2024;GRUSTS;163;142
30035079;18.07.2024;SPEQ-TEMA-RS07;13245;12002442;18.07.2024;18.07.2024;12:00:00;12:25:00;0,42;H;A3;18.07.2024;EDWARS;120025992;22.07.2024;TTTRANS;10001437;47
30035080;18.07.2024;SPEQ-TEMA-RT31;13254;12004677;18.07.2024;18.07.2024;12:00:00;12:20:00;0;H;A3;18.07.2024;LUISAC;120025993;22.07.2024;GRURTG;10000464;142
30035081;18.07.2024;SPEQ-TEMA-VEHI-OPER;13201;12000656;18.07.2024;18.07.2024;7:00:00;17:00:00;10;H;A3;18.07.2024;BAYRONO;120025994;31.07.2024;1;234;47
30035082;18.07.2024;SPEQ-TEMA-RS07;13245;12002227;18.07.2024;18.07.2024;12:00:00;12:25:00;0,42;H;A3;18.07.2024;EDWARS;120025995;22.07.2024;REASTAKE;10001437;47
30035083;18.07.2024;SPEQ-TEMA-EC06;13293;12002209;18.07.2024;20.07.2024;14:24:59;17:00:00;50,58;H;A3;18.07.2024;BYRONO;120025999;31.07.2024;EMPTY;10000951;47
30035084;18.07.2024;SPEQ-TEMA-RS04;13245;12002224;18.07.2024;18.07.2024;11:30:00;12:15:00;0,75;H;A3;18.07.2024;EDWARS;;22.07.2024;REASTAKE;10000504;47
30035085;18.07.2024;SPEQ-TEMA-T052;13263;12002180;18.07.2024;18.07.2024;7:00:00;17:00:00;5;H;A3;18.07.2024;BAYRONO;120025996;31.07.2024;TRACTERM;10000951;47
30035086;18.07.2024;SPEQ-TEMA-T081;13264;12003376;18.07.2024;18.07.2024;7:00:00;17:00:00;2;H;A3;18.07.2024;BAYRONO;120025997;31.07.2024;TRACTERM;10000951;47
30035087;18.07.2024;SPEQ-TEMA-GP09;13219;12003101;19.07.2024;19.07.2024;10:00:00;11:00:00;1;H;A3;18.07.2024;LUISAC;120025998;12.08.2024;GRUSTS;163;142
30035088;18.07.2024;SPEQ-TEMA-P009;13281;12002058;18.07.2024;;16:32:25;0:00:00;0;H;A3;18.07.2024;SHNEIDERC;;;PLATAFOR;10001107;47
30035089;18.07.2024;SPEQ-TEMA-P003;13281;12002052;18.07.2024;;16:36:50;0:00:00;0;H;A3;18.07.2024;SHNEIDERC;;;PLATAFOR;10001107;47
30035090;18.07.2024;SPEQ-TEMA-P095;13283;12003431;18.07.2024;;16:38:45;0:00:00;0;H;A3;18.07.2024;SHNEIDERC;;;PLATAFOR;10001107;47
30035091;18.07.2024;SPEQ-TEMA-T069;13263;12002197;18.07.2024;;16:41:39;0:00:00;0;H;A3;18.07.2024;SHNEIDERC;;;TRACTERM;10001107;47
30035092;18.07.2024;SPEQ-TEMA-P054;13282;12002103;18.07.2024;;16:43:21;0:00:00;0;H;A3;18.07.2024;SHNEIDERC;;;PLATAFOR;10001107;47
30035093;18.07.2024;SPEQ-TEMA-P008;13281;12002057;18.07.2024;;16:46:39;0:00:00;0;H;A3;18.07.2024;SHNEIDERC;;;PLATAFOR;10001107;47
30035094;18.07.2024;SPEQ-TEMA-T052;13263;12002180;18.07.2024;;16:49:41;0:00:00;0;H;A3;18.07.2024;SHNEIDERC;;;TRACTERM;10001107;47
30035095;18.07.2024;SPEQ-TEMA-T053;13263;12002181;18.07.2024;;17:12:27;0:00:00;0;H;A3;18.07.2024;BAYRONO;;;TRACTERM;10001107;47
30035096;18.07.2024;SPEQ-TEMA-T058;13263;12002186;19.07.2024;19.07.2024;7:00:00;17:00:00;5;H;A3;18.07.2024;BAYRONO;;31.07.2024;TRACTERM;10001107;47
30035097;18.07.2024;SPEQ-TEMA-T091;13264;12003386;18.07.2024;19.07.2024;7:00:00;17:00:00;5;H;A3;18.07.2024;BAYRONO;120026007;31.07.2024;TRACTERM;10001107;47
